evoked?,context,question,source,context_id,question_id,highlight
True,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",Is this person making a speech?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.0,I do speak to a lot of investors
True,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",How do other investors see it?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.57.18,not all of them see it this way
True,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",what is your job?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566138513.73f16b4e3e45dfd70fb080fe56c00e9a.57.18,part of my job
True,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",What is the data that the people 'who don't see it this way' point to to support their positions?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566169718.f87a28ee3cb01d33f8d0de5b4bd1ee52.57.18,see it this way.
False,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",What are the three forms of capital?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1565717980.0b7f8a971323a888f372b10325d5f9c0.58.12,part of my job
False,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",So did you stay working there when it was so tough?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.3,not all of them see it this way.
False,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",What do they think will happen to long term return with ESG?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566110122.bdc1a5fb40fda018a69c6979cbf8de50.57.12,not all of them see it this way.
False,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",do you think you can do greater good with ESG?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.6,"three forms of capital: financial, human, and physical"
False,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",Why do they suggest giving the profits to charities?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.6,see it this way.
False,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",Are they saying people claim to give it away but don't?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.6,and not all of them see it this way.
False,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.","what do you mean eyes rolling, eyes rolling?",Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566049666.588c0f13a5e2cdedb7bd13e19101630f.59.6,part of my job
False,"In their own words, ""long-term value creation requires the effective management of three forms of capital: financial, human, and physical. This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way.",What is a better way to give than a charity?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6698.0,1566050235.253f54c184627c9a0c3c3cf83434e855.59.6,see it this way.
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",Why don't they want to use the portfolio to make policy statements?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1565648266.57916bca58acdf835f37035df6a1477b.58.18,don't want to use the portfolio to make policy statements
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",Do a lot of investors use ESG?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1565648275.909fc5fd6c55695f6177a6c3c1914cd5.58.18,do speak to a lot of investors
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",Why shouldn't portfolios make statements?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1565650212.9c350b97d892c354f221438d30c18276.58.18,portfolio to make policy statements.
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",Does this mean they aren't taking enough risks?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1565717980.0b7f8a971323a888f372b10325d5f9c0.58.18,not all of them see it this way
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",What is your job or position in the company?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566049960.17f696db3d459d00913425926000887d.60.0,as part of my job
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",What job does this person have?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.0,as part of my job
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",could you do both?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.0,"maximize returns, so we don't do that here"
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",Why did they not see your point?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566157398.7842ca383b9ab2b9885c80bf558c999f.60.0,not all of them see it this way
True,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",so what do they do there?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566159654.bbb9bb52d4f3896e831a736ab23fbefb.60.0,don't do that here
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",What does he want to clarify?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.6,don't do that here
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",What is a better way to give than a charity?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566050235.253f54c184627c9a0c3c3cf83434e855.59.6,not all of them see it this way
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",What are the three forms of capital?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1565650212.9c350b97d892c354f221438d30c18276.58.12,don't do that here
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",Why do you let people get you so emotional and angry?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566049960.17f696db3d459d00913425926000887d.60.6,portfolio to make policy statements.
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",what does he want to clarify?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566159654.bbb9bb52d4f3896e831a736ab23fbefb.60.6,not all of them see it this way
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",What are the three forms of capital?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1565648275.909fc5fd6c55695f6177a6c3c1914cd5.58.12,not all of them see it this way
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",Why do they suggest giving the profits to charities?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.6,not all of them see it this way
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""",Why are their eyes rolling when you speak to them?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566157398.7842ca383b9ab2b9885c80bf558c999f.60.6,portfolio to make policy statements.
False,"This is why we are concerned with ESG."" Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements.""","what do you mean eyes rolling, eyes rolling?",Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6845.0,1566049666.588c0f13a5e2cdedb7bd13e19101630f.59.6,do speak to a lot of investors
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",why does it get under your skin?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566049666.588c0f13a5e2cdedb7bd13e19101630f.59.3,really gets under my skin is
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",How do you feel about people who disagree with your views?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566050235.253f54c184627c9a0c3c3cf83434e855.59.3,The one that just really gets under my skin is
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",how do you think is best to make money?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566056594.c95589cc76128f53b383d9aa0fb0faad.59.3,"just make money,"
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",Are they trying to persuade someone they are different than the rest?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.3,The one that just really gets under my skin
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",How do they expect you to make the money?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.3,just make money
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",Why do you let people get you so emotional and angry?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566049960.17f696db3d459d00913425926000887d.60.6,really gets under my skin is
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",Do you think people need to be more focused on the planet?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566050235.253f54c184627c9a0c3c3cf83434e855.59.9,The one that just really gets under my skin is
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",What does he want to clarify?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.6,just make money
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",What is the financial aspect? ,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566050580.977eeda518cf4802bb990e97dd9e040e.57.15,"just make money,"
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money,",Do they think companies are held to too high of a standard in regards to caring for the environment?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6951.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.9,really gets under my skin is
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",What do you reply to the person suggesting this?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566049960.17f696db3d459d00913425926000887d.60.3,give the profits to charities
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",Why does that comment annoy you so much?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.3,The one that just really gets under my skin
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",So did you stay working there when it was so tough?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.3,really gets under my skin is
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",Why does it get under your skin?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566157398.7842ca383b9ab2b9885c80bf558c999f.60.3,gets under my skin
True,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",why does this person let it get under their skin?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566159654.bbb9bb52d4f3896e831a736ab23fbefb.60.3,under my skin
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",Why are companies and investors not responsible?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566157398.7842ca383b9ab2b9885c80bf558c999f.60.9,gets under my skin
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",What solution he is offering for sustainability?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.9,The one that just really gets under my skin
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",Why aren't companies and investors responsible for the planet?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.9,really gets under my skin is
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",Why does ESG cause concern?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1565717980.0b7f8a971323a888f372b10325d5f9c0.58.15,really gets under my skin is
False,"Now, I do speak to a lot of investors as part of my job, and not all of them see it this way. Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities.""",why doesnt he just change his job if he doesnt like it so much?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-6983.0,1566159654.bbb9bb52d4f3896e831a736ab23fbefb.60.9,gets under my skin
True,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.","what do you mean eyes rolling, eyes rolling?",Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7016.0,1566049666.588c0f13a5e2cdedb7bd13e19101630f.59.6,"It's eyes rolling, eyes rolling."
True,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",Are they saying people claim to give it away but don't?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7016.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.6,"eyes rolling, eyes rolling"
True,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",Why do they suggest giving the profits to charities?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7016.0,1566087278.4bca32c9e6bcb78fc65b31ef2d68faff.59.6,give the profits to charities
False,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",Why do you think most people aren't willing to oblige socially?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7016.0,1566050235.253f54c184627c9a0c3c3cf83434e855.59.12,"It's eyes rolling, eyes rolling."
False,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",Don't you think successful businesses should do their part to better society since they have the means and resources to do so?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7016.0,1566049960.17f696db3d459d00913425926000887d.60.9,"It's eyes rolling, eyes rolling."
False,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",Does this mean they aren't taking enough risks?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7016.0,1565717980.0b7f8a971323a888f372b10325d5f9c0.58.18,"eyes rolling, eyes rolling"
False,"Often I hear, ""We are required to maximize returns, so we don't do that here,"" or, ""We don't want to use the portfolio to make policy statements."" The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling.",Who do they think is responsible?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7016.0,1566075873.b7808b1c2a7002eda1b87039824faca7.59.12,"eyes rolling, eyes rolling"
True,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",Why do you let people get you so emotional and angry?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566049960.17f696db3d459d00913425926000887d.60.6,"It's eyes rolling, eyes rolling"
True,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",What does he want to clarify?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566051605.f6226f81a1a023131b210a9ad8540859.60.6,let me clarify something
True,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",What needs clarifying?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566068911.8f2a4165c7feedebf820dc4c8ce76a3a.60.6,let me clarify something
True,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",Why are their eyes rolling when you speak to them?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566157398.7842ca383b9ab2b9885c80bf558c999f.60.6,"eyes rolling, eyes rolling"
True,"The one that just really gets under my skin is, ""If you want to do something about that, just make money, give the profits to charities."" It's eyes rolling, eyes rolling. I mean, let me clarify something right here.",what does he want to clarify?,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt,Ted-MDB-Annotations/English/raw/01/talk_1927_en.txt-7061.0,1566159654.bbb9bb52d4f3896e831a736ab23fbefb.60.6,clarify something
