evoked?,context,question,source,context_id,question_id
True,"Then escape through the old tunnels built beneath the city. He wants to do this on his own. I mean, maybe if he clears the whole building he can get back into the tunnels before they track him.",Why would he leave me?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-167-13,567057__a-fractured-world-the-wasteland-soldier-1-167-14-0
False,"Then escape through the old tunnels built beneath the city. He wants to do this on his own. I mean, maybe if he clears the whole building he can get back into the tunnels before they track him.",Where is he?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-167-13,567057__a-fractured-world-the-wasteland-soldier-1-167-0-0
True,"Back into the street. Back, back, now, move, move, get back.",Where is he?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-169-1,567057__a-fractured-world-the-wasteland-soldier-1-169-2-0
False,"Back into the street. Back, back, now, move, move, get back.",What’s wrong with you?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-169-1,567057__a-fractured-world-the-wasteland-soldier-1-171-0-4
True,"This time we’ll do it your way, Geoff. Make for that maze in the craters. Thank you, you saved a lot of people we care about.","Don’t say much, do you?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-175-3,567057__a-fractured-world-the-wasteland-soldier-1-175-4-0
False,"This time we’ll do it your way, Geoff. Make for that maze in the craters. Thank you, you saved a lot of people we care about.","And Frank’s dead, you couldn’t stop that could you?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-175-3,567057__a-fractured-world-the-wasteland-soldier-1-171-4-2
True,Thank you. You all just watched.,I thought you were leaving with them?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-176-1,567057__a-fractured-world-the-wasteland-soldier-1-176-2-0
False,Thank you. You all just watched.,"Would you ever stay somewhere, Tomas?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-176-1,567057__a-fractured-world-the-wasteland-soldier-1-177-0-0
True,"Would you ever stay somewhere, Tomas?",What do you mean?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-177-0,567057__a-fractured-world-the-wasteland-soldier-1-177-1-0
False,"Would you ever stay somewhere, Tomas?",Fancy pitching some food into your belly before you go?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-177-0,567057__a-fractured-world-the-wasteland-soldier-1-176-4-1
True,"Would you ever stay somewhere, Tomas? What do you mean?",Like what I had with my kin?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-177-1,567057__a-fractured-world-the-wasteland-soldier-1-177-2-0
False,"Would you ever stay somewhere, Tomas? What do you mean?",What happened?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-177-1,567057__a-fractured-world-the-wasteland-soldier-1-178-0-0
True,What happened?,Tomas?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-178-0,567057__a-fractured-world-the-wasteland-soldier-1-178-1-0
False,What happened?,Like what I had with my kin?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-178-0,567057__a-fractured-world-the-wasteland-soldier-1-177-2-0
True,Tomas? Let’s go and see what’s on fire. I bet I can …,What’d you do to my boy?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-178-2,567057__a-fractured-world-the-wasteland-soldier-1-178-3-0
False,Tomas? Let’s go and see what’s on fire. I bet I can …,A village?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-178-2,567057__a-fractured-world-the-wasteland-soldier-1-177-2-1
True,"Silly boy, Mauricio, you silly boy.",Did you kill my boy?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-179-0,567057__a-fractured-world-the-wasteland-soldier-1-179-1-0
False,"Silly boy, Mauricio, you silly boy.",Is that your mother?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-179-0,567057__a-fractured-world-the-wasteland-soldier-1-181-0-0
True,"Too right we have, damn fine birds they are. Tasty eggs. I know someone who would kill for one of these.",Why are you here?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-2,567057__a-fractured-world-the-wasteland-soldier-1-182-3-0
False,"Too right we have, damn fine birds they are. Tasty eggs. I know someone who would kill for one of these.",What’d you do to my boy?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-2,567057__a-fractured-world-the-wasteland-soldier-1-178-3-0
True,"Guy was pretty much a nutcase, I reckons, but smart. He outsmarted me, not you. The Blood Sun tribe.",You tangled with them before?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-10,567057__a-fractured-world-the-wasteland-soldier-1-182-11-0
False,"Guy was pretty much a nutcase, I reckons, but smart. He outsmarted me, not you. The Blood Sun tribe.","Yeah, he looks different, but so do I, so do you, man still a man, ain’t he?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-10,567057__a-fractured-world-the-wasteland-soldier-1-182-13-3
True,No. But I know what they do. I know who they want to hurt.,You mean the like of Dorran?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-12,567057__a-fractured-world-the-wasteland-soldier-1-182-13-0
False,No. But I know what they do. I know who they want to hurt.,"Yeah, he looks different, but so do I, so do you, man still a man, ain’t he?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-12,567057__a-fractured-world-the-wasteland-soldier-1-182-13-3
True,"Keep me company, I could use some company, I don’t even know your name. Your real name, not no stupid nickname. Stone.",That it?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-14,567057__a-fractured-world-the-wasteland-soldier-1-182-15-0
False,"Keep me company, I could use some company, I don’t even know your name. Your real name, not no stupid nickname. Stone.",You mean the like of Dorran?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-14,567057__a-fractured-world-the-wasteland-soldier-1-182-13-0
True,That it? Stone? That’s your real name?,Will you stay?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-15,567057__a-fractured-world-the-wasteland-soldier-1-182-16-0
False,That it? Stone? That’s your real name?,I’m a what?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-15,567057__a-fractured-world-the-wasteland-soldier-1-183-1-0
True,"Top up your ammo, sort you some food. A way of saying thank you for saving our little ones. Okay.",What now?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-19,567057__a-fractured-world-the-wasteland-soldier-1-182-20-0
False,"Top up your ammo, sort you some food. A way of saying thank you for saving our little ones. Okay.","Sure, I can do the healing but what good is that now?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-182-19,567057__a-fractured-world-the-wasteland-soldier-1-183-3-1
True,You’re a Pure One.,I’m a what?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-183-0,567057__a-fractured-world-the-wasteland-soldier-1-183-1-0
False,You’re a Pure One.,"I can’t raise the dead, can I?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-183-0,567057__a-fractured-world-the-wasteland-soldier-1-183-3-2
True,Leave it alone. He was a good boy.,How can you say that?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-186-1,567057__a-fractured-world-the-wasteland-soldier-1-186-2-0
False,Leave it alone. He was a good boy.,Then why are you keeping us here?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-186-1,567057__a-fractured-world-the-wasteland-soldier-1-187-1-0
True,"There was fresh blood on the road as well. And that bike didn’t belong to my boy. I reckon he robbed someone, wounded them, maybe even killed them, but got outnumbered and got himself put down.",Then why are you keeping us here?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-187-0,567057__a-fractured-world-the-wasteland-soldier-1-187-1-0
False,"There was fresh blood on the road as well. And that bike didn’t belong to my boy. I reckon he robbed someone, wounded them, maybe even killed them, but got outnumbered and got himself put down.",So what good is it?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-187-0,567057__a-fractured-world-the-wasteland-soldier-1-183-3-4
True,"Sara, tell that son of yours. If you know we didn’t kill him. Why won’t you let us leave?","Scared of nothing, are you girl?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-188-3,567057__a-fractured-world-the-wasteland-soldier-1-188-4-0
False,"Sara, tell that son of yours. If you know we didn’t kill him. Why won’t you let us leave?",What’s that book?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-188-3,567057__a-fractured-world-the-wasteland-soldier-1-188-0-0
True,"Then I think … Chancellor Gozan, sir. Chancellor, sir.",What is it?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-192-9,567057__a-fractured-world-the-wasteland-soldier-1-192-10-0
False,"Then I think … Chancellor Gozan, sir. Chancellor, sir.",Spies?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-192-9,567057__a-fractured-world-the-wasteland-soldier-1-192-6-7
True,"What is it? What you have to say can be said to both of us, soldier. Concerns Operation Lamb, sir.",What’s that?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-192-12,567057__a-fractured-world-the-wasteland-soldier-1-192-13-0
False,"What is it? What you have to say can be said to both of us, soldier. Concerns Operation Lamb, sir.",Was that Stone?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-192-12,567057__a-fractured-world-the-wasteland-soldier-1-194-1-1
True,"Was that Stone? You let him leave? Damn, why …",What’s the big deal?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-194-1,567057__a-fractured-world-the-wasteland-soldier-1-194-2-0
False,"Was that Stone? You let him leave? Damn, why …",What is it?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-194-1,567057__a-fractured-world-the-wasteland-soldier-1-192-10-0
True,That’s right. Geoff looks happy. If you know what I mean.,Where will you go?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-195-2,567057__a-fractured-world-the-wasteland-soldier-1-195-3-0
False,That’s right. Geoff looks happy. If you know what I mean.,Do you have a name?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-195-2,567057__a-fractured-world-the-wasteland-soldier-1-196-3-0
True,That’s where I haven’t been. That’s where I’m going.,Why?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-196-0,567057__a-fractured-world-the-wasteland-soldier-1-196-1-0
False,That’s where I haven’t been. That’s where I’m going.,You as well?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-196-0,567057__a-fractured-world-the-wasteland-soldier-1-195-0-0
True,I don’t like being in the same place. I lived in the same place for a lot of years. It made me miserable.,Do you have a name?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-196-2,567057__a-fractured-world-the-wasteland-soldier-1-196-3-0
False,I don’t like being in the same place. I lived in the same place for a lot of years. It made me miserable.,A real name?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-196-2,567057__a-fractured-world-the-wasteland-soldier-1-196-3-1
True,Can I ask you something? Hmmm.,Why do you care about maps so much?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-198-1,567057__a-fractured-world-the-wasteland-soldier-1-198-2-0
False,Can I ask you something? Hmmm.,He couldn’t understand how we had some things but not others; do you know what I mean?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-198-1,567057__a-fractured-world-the-wasteland-soldier-1-197-0-2
True,I didn’t need your help. I wanted your company. That was all.,Why are you pointing a gun at me?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-199-0,567057__a-fractured-world-the-wasteland-soldier-1-199-1-0
False,I didn’t need your help. I wanted your company. That was all.,Why should I give them my work?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-199-0,567057__a-fractured-world-the-wasteland-soldier-1-198-6-6
True,"Take some water. Thank you, sir.",Better?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-200-1,567057__a-fractured-world-the-wasteland-soldier-1-200-2-0
False,"Take some water. Thank you, sir.",What city?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-200-1,567057__a-fractured-world-the-wasteland-soldier-1-201-3-0
True,I kept heading in the same direction but it was hopeless. I had no way of finding them. We had been tracking towards a city …,A city?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-1,567057__a-fractured-world-the-wasteland-soldier-1-201-2-0
False,I kept heading in the same direction but it was hopeless. I had no way of finding them. We had been tracking towards a city …,Who were they?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-1,567057__a-fractured-world-the-wasteland-soldier-1-201-8-0
True,I had no way of finding them. We had been tracking towards a city … A city?,What city?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-2,567057__a-fractured-world-the-wasteland-soldier-1-201-3-0
False,I had no way of finding them. We had been tracking towards a city … A city?,Better?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-2,567057__a-fractured-world-the-wasteland-soldier-1-200-2-0
True,"Everything old and fallen down, skeletons on the ground, it was a horrible place. I hoped to rejoin my unit there. I thought at one point I had found them but I was attacked by a couple of scavengers and by the time I had killed them there was no trace.",What unit were you assigned to?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-4,567057__a-fractured-world-the-wasteland-soldier-1-201-5-0
False,"Everything old and fallen down, skeletons on the ground, it was a horrible place. I hoped to rejoin my unit there. I thought at one point I had found them but I was attacked by a couple of scavengers and by the time I had killed them there was no trace.",Who were they?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-4,567057__a-fractured-world-the-wasteland-soldier-1-201-8-0
True,Then I picked up the tracks of a couple men and a girl. It was night and they became involved in a heavy firefight. I didn’t know if any of them had survived.,Who were they?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-7,567057__a-fractured-world-the-wasteland-soldier-1-201-8-0
False,Then I picked up the tracks of a couple men and a girl. It was night and they became involved in a heavy firefight. I didn’t know if any of them had survived.,"What can you tell me, Bramble?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-7,567057__a-fractured-world-the-wasteland-soldier-1-201-0-0
True,"Soldier, remember your place. Go and clean up. And get some sleep.","One last question, Bramble, who were these men?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-14,567057__a-fractured-world-the-wasteland-soldier-1-201-15-0
False,"Soldier, remember your place. Go and clean up. And get some sleep.",Is it really that important?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-14,567057__a-fractured-world-the-wasteland-soldier-1-201-19-0
True,"The other, a big man, older, had a long coat and hat. Shot with a rifle. These men knew how to handle themselves, sir.",So these healers still exist?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-16,567057__a-fractured-world-the-wasteland-soldier-1-201-17-0
False,"The other, a big man, older, had a long coat and hat. Shot with a rifle. These men knew how to handle themselves, sir.",After what we’ve just heard?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-16,567057__a-fractured-world-the-wasteland-soldier-1-201-19-1
True,"These men knew how to handle themselves, sir. So these healers still exist? And we have two drifters holding onto one of them.",What have you done?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-17,567057__a-fractured-world-the-wasteland-soldier-1-201-18-0
False,"These men knew how to handle themselves, sir. So these healers still exist? And we have two drifters holding onto one of them.",And the girl?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-17,567057__a-fractured-world-the-wasteland-soldier-1-201-10-1
True,So these healers still exist? And we have two drifters holding onto one of them. What have you done?,Is it really that important?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-18,567057__a-fractured-world-the-wasteland-soldier-1-201-19-0
False,So these healers still exist? And we have two drifters holding onto one of them. What have you done?,So these healers still exist?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-18,567057__a-fractured-world-the-wasteland-soldier-1-201-17-0
True,After what we’ve just heard? I like it. I hate it.,What do you want done with Bramble?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-21,567057__a-fractured-world-the-wasteland-soldier-1-201-22-0
False,After what we’ve just heard? I like it. I hate it.,Why didn’t you plant the weapons like I ordered?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-21,567057__a-fractured-world-the-wasteland-soldier-1-201-25-1
True,I like it. I hate it. What do you want done with Bramble?,"He’s a deserter, isn’t he?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-22,567057__a-fractured-world-the-wasteland-soldier-1-201-23-0
False,I like it. I hate it. What do you want done with Bramble?,Is it really that important?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-22,567057__a-fractured-world-the-wasteland-soldier-1-201-19-0
True,"Gozan. I don’t think that’s a wise move. Leave him be, for now.",What happened last night?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-24,567057__a-fractured-world-the-wasteland-soldier-1-201-25-0
False,"Gozan. I don’t think that’s a wise move. Leave him be, for now.",Mauricio?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-24,567057__a-fractured-world-the-wasteland-soldier-1-202-0-2
True,"I still don’t understand why you had to be there that night. When you reach my age, stuck behind a desk pushing paper, then you’ll understand why. I can’t imagine you’ve ever pushed paper.",Do you still believe in what we are doing?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-30,567057__a-fractured-world-the-wasteland-soldier-1-201-31-0
False,"I still don’t understand why you had to be there that night. When you reach my age, stuck behind a desk pushing paper, then you’ll understand why. I can’t imagine you’ve ever pushed paper.",What do you want done with Bramble?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-201-30,567057__a-fractured-world-the-wasteland-soldier-1-201-22-0
True,"Mossy, untie her. Caleb, take the chair and buckets away.",What did you think we were going to do?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-203-0,567057__a-fractured-world-the-wasteland-soldier-1-203-1-0
False,"Mossy, untie her. Caleb, take the chair and buckets away.",Why?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-203-0,567057__a-fractured-world-the-wasteland-soldier-1-203-4-0
True,Chop you up? That comes later. Thank you.,Why?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-203-3,567057__a-fractured-world-the-wasteland-soldier-1-203-4-0
False,Chop you up? That comes later. Thank you.,He was called Mauricio?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-203-3,567057__a-fractured-world-the-wasteland-soldier-1-202-0-3
True,Will you unlock my friend?,Please?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-0,567057__a-fractured-world-the-wasteland-soldier-1-204-1-0
False,Will you unlock my friend?,Where are my weapons?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-0,567057__a-fractured-world-the-wasteland-soldier-1-204-4-0
True,Will you unlock my friend? Please?,Didn’t he say he was going to kill us?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-1,567057__a-fractured-world-the-wasteland-soldier-1-204-2-0
False,Will you unlock my friend? Please?,Where are my weapons?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-1,567057__a-fractured-world-the-wasteland-soldier-1-204-4-0
True,"I want to keep him as a pet. Mossy, Caleb. He seems to have puffed himself out.",Where are my weapons?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-3,567057__a-fractured-world-the-wasteland-soldier-1-204-4-0
False,"I want to keep him as a pet. Mossy, Caleb. He seems to have puffed himself out.",Do you know how old it is?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-3,567057__a-fractured-world-the-wasteland-soldier-1-204-11-0
True,We’re going. This book. Keep it.,Where did you get it?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-8,567057__a-fractured-world-the-wasteland-soldier-1-204-9-0
False,We’re going. This book. Keep it.,Didn’t he say he was going to kill us?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-8,567057__a-fractured-world-the-wasteland-soldier-1-204-2-0
True,"Keep it. Where did you get it? I said keep it, I don’t want it.",Do you know how old it is?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-10,567057__a-fractured-world-the-wasteland-soldier-1-204-11-0
False,"Keep it. Where did you get it? I said keep it, I don’t want it.",Didn’t he say he was going to kill us?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-10,567057__a-fractured-world-the-wasteland-soldier-1-204-2-0
True,Do you know how old it is? I don’t care. You have it.,"Can you read, young man?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-12,567057__a-fractured-world-the-wasteland-soldier-1-204-13-0
False,Do you know how old it is? I don’t care. You have it.,What do you mean?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-12,567057__a-fractured-world-the-wasteland-soldier-1-205-3-1
True,This book is from the Before. It talks of life before Gallen. Like the other one I found.,What other one?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-15,567057__a-fractured-world-the-wasteland-soldier-1-204-16-0
False,This book is from the Before. It talks of life before Gallen. Like the other one I found.,Do you know how old it is?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-204-15,567057__a-fractured-world-the-wasteland-soldier-1-204-11-0
True,"We can go back there, show it to them. She won’t listen, my Sara. Says I’m stupid, but look, it’s all the proof we need.",Proof?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-205-2,567057__a-fractured-world-the-wasteland-soldier-1-205-3-0
False,"We can go back there, show it to them. She won’t listen, my Sara. Says I’m stupid, but look, it’s all the proof we need.",What do you mean?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-205-2,567057__a-fractured-world-the-wasteland-soldier-1-205-3-1
True,You’ve lived here your whole life. Not a bounce in your skull about what it’s like out there. I’m not going to be alone.,How good is he?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-208-1,567057__a-fractured-world-the-wasteland-soldier-1-208-2-0
False,You’ve lived here your whole life. Not a bounce in your skull about what it’s like out there. I’m not going to be alone.,Proof?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-208-1,567057__a-fractured-world-the-wasteland-soldier-1-205-3-0
True,"He was a bad boy, taking, killing.",Will he be okay?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-209-0,567057__a-fractured-world-the-wasteland-soldier-1-209-1-0
False,"He was a bad boy, taking, killing.",Why couldn’t you run off with him?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-209-0,567057__a-fractured-world-the-wasteland-soldier-1-208-4-2
True,"He was a bad boy, taking, killing. Will he be okay?",Who?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-209-1,567057__a-fractured-world-the-wasteland-soldier-1-209-2-0
False,"He was a bad boy, taking, killing. Will he be okay?",So what?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-209-1,567057__a-fractured-world-the-wasteland-soldier-1-209-6-3
True,One day.,Sir?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-210-0,567057__a-fractured-world-the-wasteland-soldier-1-210-1-0
False,One day.,What does it mean?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-210-0,567057__a-fractured-world-the-wasteland-soldier-1-209-6-1
True,"Get to the point, Mason. Tell me what you know. It’s difficult, sir.",Why is it difficult?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-211-12,567057__a-fractured-world-the-wasteland-soldier-1-211-13-0
False,"Get to the point, Mason. Tell me what you know. It’s difficult, sir.","Yes, sir?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-211-12,567057__a-fractured-world-the-wasteland-soldier-1-211-16-0
True,"It’s difficult, sir. Why is it difficult? Collusion, sir.",Collusion?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-211-14,567057__a-fractured-world-the-wasteland-soldier-1-211-15-0
False,"It’s difficult, sir. Why is it difficult? Collusion, sir.",So what?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-211-14,567057__a-fractured-world-the-wasteland-soldier-1-209-6-3
True,"Why is it difficult? Collusion, sir. Collusion?","Yes, sir?",567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-211-15,567057__a-fractured-world-the-wasteland-soldier-1-211-16-0
False,"Why is it difficult? Collusion, sir. Collusion?",Hear what?,567057__a-fractured-world-the-wasteland-soldier-1,567057__a-fractured-world-the-wasteland-soldier-1-211-15,567057__a-fractured-world-the-wasteland-soldier-1-211-22-0
